Id;LotArea;OverallQual;YearBuilt;BsmtFinSF1;TotalBsmtSF;1stFlrSF;GrLivArea;FullBath;GarageCars;GarageArea;SalePrice
1419;9204;5;1963;25;1144;1144;1144;1;1;336;124000
1420;16381;6;1969;1110;1844;1844;1844;2;2;540;223000
1421;11700;6;1968;404;708;708;1416;2;2;776;179900
1422;4043;6;1977;360;1069;1069;1069;2;2;440;127500
1423;4435;6;2003;686;848;848;848;1;2;420;136500
1424;19690;6;1966;0;697;1575;2201;2;2;432;274970
1425;9503;5;1958;457;1024;1344;1344;1;1;484;144000
1426;10721;6;1959;0;1252;1252;1252;1;2;528;142000
1427;10944;7;1994;1000;1223;1223;2127;2;2;525;271000
1428;10930;5;1945;580;913;1048;1558;1;1;288;140000
1429;7200;5;1940;510;788;804;804;1;1;240;119000
1430;12546;6;1981;678;1440;1440;1440;2;2;467;182900
1431;21930;5;2005;0;732;734;1838;2;2;372;192140
1432;4928;6;1976;958;958;958;958;2;2;440;143750
1433;10800;4;1927;0;656;968;968;2;1;216;64500
1434;10261;6;2000;0;936;962;1792;2;2;451;186500
1435;17400;5;1977;936;1126;1126;1126;2;2;484;160000
1436;8400;6;1962;0;1319;1537;1537;1;2;462;174000
1437;9000;4;1971;616;864;864;864;1;2;528;120500
1438;12444;8;2008;1336;1932;1932;1932;2;3;774;394617
1439;7407;6;1957;600;912;1236;1236;1;2;923;149700
1440;11584;7;1979;315;539;1040;1725;2;2;550;197000
1441;11526;6;1922;0;588;1423;2555;2;2;672;191000
1442;4426;6;2004;697;848;848;848;1;2;420;149300
1443;11003;10;2008;765;1017;1026;2007;2;3;812;310000
1444;8854;6;1916;0;952;952;952;1;1;192;121000
1445;8500;7;2004;0;1422;1422;1422;2;2;626;179600
1446;8400;6;1966;187;814;913;913;1;1;240;129000
1447;26142;5;1962;593;1188;1188;1188;1;1;312;157900
1448;10000;8;1995;1079;1220;1220;2090;2;2;556;240000
1449;11767;4;1910;0;560;796;1346;1;1;384;112000
1450;1533;5;1970;553;630;630;630;1;0;0;92000
1451;9000;5;1974;0;896;896;1792;2;0;0;136000
1452;9262;8;2008;0;1573;1578;1578;2;3;840;287090
1453;3675;5;2005;547;547;1072;1072;1;2;525;145000
1454;17217;5;2006;0;1140;1140;1140;1;0;0;84500
1455;7500;7;2004;410;1221;1221;1221;2;2;400;185000
1456;7917;6;1999;0;953;953;1647;2;2;460;175000
1457;13175;6;1978;790;1542;2073;2073;2;2;500;210000
1458;9042;7;1941;275;1152;1188;2340;2;1;252;266500
1459;9717;5;1950;49;1078;1078;1078;1;1;240;142125
1460;9937;5;1965;830;1256;1256;1256;1;1;276;147500
